JobID	Submit	Cluster	State	ExitCode	User	Group	QOS	AllocCPUS	NNodes	NTasks	TotalCPU	ReqMem	MaxRSS	TimeLimit	ElapsedRaw	CPUTime
29372555_80	2025-08-22T19:58:42	puhti	COMPLETED	12	0:0	mariaosm	mariaosm		1	1		10485760K	3214K	01:00:00	12	
29372555_67	2025-08-22T19:58:42	puhti	COMPLETED	43	0:0	mariaosm	mariaosm		1	1		10485760K	5757K	01:00:00	43	
29372557_276	2025-08-22T19:59:41	puhti	CANCELLED	3627	0:0	mariaosm	mariaosm		1	1		10485760K	6155K	01:00:00	3630	01:00:28
29372555_81	2025-08-22T19:58:42	puhti	COMPLETED	628	0:0	mariaosm	mariaosm		1	1	10:03.333	10485760K	5902K	01:00:00	628	
29372555_68	2025-08-22T19:58:42	puhti	COMPLETED	2237	0:0	mariaosm	mariaosm		1	1	37:04.252	10485760K	5833K	01:00:00	2237	
29372557_290	2025-08-22T19:59:41	puhti	COMPLETED	9	0:0	mariaosm	mariaosm		1	1		10485760K	3276K	01:00:00	9	
29372557_277	2025-08-22T19:59:41	puhti	FAILED	214	9:0	mariaosm	mariaosm		1	1		10485760K	6037K	01:00:00	214	
29372555_82	2025-08-22T19:58:42	puhti	CANCELLED	3616	0:0	mariaosm	mariaosm		1	1		10485760K	7640426K	01:00:00	3619	01:00:12
29372555_69	2025-08-22T19:58:42	puhti	COMPLETED	85	0:0	mariaosm	mariaosm		1	1	01:21.444	10485760K	5781K	01:00:00	85	
29372557_291	2025-08-22T19:59:41	puhti	COMPLETED	7	0:0	mariaosm	mariaosm		1	1		10485760K	3274K	01:00:00	7	
29372557_278	2025-08-22T19:59:41	puhti	COMPLETED	10	0:0	mariaosm	mariaosm		1	1		10485760K	3274K	01:00:00	10	
29372555_83	2025-08-22T19:58:42	puhti	FAILED	250	1:0	mariaosm	mariaosm		1	1	03:49.992	10485760K	5885K	01:00:00	250	
29372557_292	2025-08-22T19:59:41	puhti	COMPLETED	21	0:0	mariaosm	mariaosm		1	1		10485760K	3276K	01:00:00	21	
29372557_279	2025-08-22T19:59:41	puhti	COMPLETED	9	0:0	mariaosm	mariaosm		1	1		10485760K	3272K	01:00:00	9	
29372555_84	2025-08-22T19:58:42	puhti	FAILED	1621	1:0	mariaosm	mariaosm		1	1	26:35.771	10485760K	5891K	01:00:00	1621	
29372557_293	2025-08-22T19:59:41	puhti	COMPLETED	17	0:0	mariaosm	mariaosm		1	1		10485760K	3272K	01:00:00	17	
29372555_85	2025-08-22T19:58:42	puhti	FAILED	148	1:0	mariaosm	mariaosm		1	1	02:08.302	10485760K	5834K	01:00:00	148	
29372557_294	2025-08-22T19:59:41	puhti	COMPLETED	19	0:0	mariaosm	mariaosm		1	1		10485760K	3270K	01:00:00	19	
29372555_86	2025-08-22T19:58:42	puhti	FAILED	7	1:0	mariaosm	mariaosm		1	1		10485760K	3208K	01:00:00	7	
29372557_295	2025-08-22T19:59:41	puhti	COMPLETED	10	0:0	mariaosm	mariaosm		1	1		10485760K	3276K	01:00:00	10	
29372557_101	2025-08-22T19:59:41	puhti	FAILED	459	1:0	mariaosm	mariaosm		1	1	07:34.190	10485760K	5915K	01:00:00	459	
29372555_87	2025-08-22T19:58:42	puhti	FAILED	36	1:0	mariaosm	mariaosm		1	1		10485760K	5767K	01:00:00	36	
29372557_296	2025-08-22T19:59:41	puhti	CANCELLED	3618	0:0	mariaosm	mariaosm		1	1		10485760K	764695K	01:00:00	3621	01:00:20
29372557_102	2025-08-22T19:59:41	puhti	COMPLETED	110	0:0	mariaosm	mariaosm		1	1	01:44.117	10485760K	5847K	01:00:00	110	
29372555_88	2025-08-22T19:58:42	puhti	COMPLETED	79	0:0	mariaosm	mariaosm		1	1	01:15.566	10485760K	5791K	01:00:00	79	
29372557_297	2025-08-22T19:59:41	puhti	COMPLETED	1880	0:0	mariaosm	mariaosm		1	1	31:10.960	10485760K	6026K	01:00:00	1880	
29372557_103	2025-08-22T19:59:41	puhti	CANCELLED	3613	0:0	mariaosm	mariaosm		1	1		10485760K	5761K	01:00:00	3616	01:00:13
29372555_89	2025-08-22T19:58:42	puhti	FAILED	2765	1:0	mariaosm	mariaosm		1	1	45:50.731	10485760K	5817K	01:00:00	2765	
29372557_298	2025-08-22T19:59:41	puhti	COMPLETED	9	0:0	mariaosm	mariaosm		1	1		10485760K	3272K	01:00:00	9	
29372557_104	2025-08-22T19:59:41	puhti	CANCELLED	3613	0:0	mariaosm	mariaosm		1	1		10485760K	783951K	01:00:00	3616	01:00:13
29372557_299	2025-08-22T19:59:41	puhti	COMPLETED	6	0:0	mariaosm	mariaosm		1	1		10485760K	3272K	01:00:00	6	
29372557_105	2025-08-22T19:59:41	puhti	COMPLETED	78	0:0	mariaosm	mariaosm		1	1	01:15.538	10485760K	6092K	01:00:00	78	
29372557_106	2025-08-22T19:59:41	puhti	COMPLETED	2975	0:0	mariaosm	mariaosm		1	1	49:19.125	10485760K	6086K	01:00:00	2975	
29372557_120	2025-08-22T19:59:41	puhti	CANCELLED	3613	0:0	mariaosm	mariaosm		1	1		10485760K	996815K	01:00:00	3616	01:00:12
29372557_107	2025-08-22T19:59:41	puhti	COMPLETED	2417	0:0	mariaosm	mariaosm		1	1	40:03.601	10485760K	6045K	01:00:00	2417	
29372557_121	2025-08-22T19:59:41	puhti	FAILED	51	1:0	mariaosm	mariaosm		1	1		10485760K	5958K	01:00:00	51	
29372557_108	2025-08-22T19:59:41	puhti	FAILED	8	1:0	mariaosm	mariaosm		1	1		10485760K	3274K	01:00:00	8	
29372557_122	2025-08-22T19:59:41	puhti	FAILED	2403	9:0	mariaosm	mariaosm		1	1		10485760K	6094K	01:00:00	2403	
29372557_109	2025-08-22T19:59:41	puhti	COMPLETED	226	0:0	mariaosm	mariaosm		1	1	03:41.834	10485760K	5883K	01:00:00	226	
29372557_123	2025-08-22T19:59:41	puhti	CANCELLED	3613	0:0	mariaosm	mariaosm		1	1		10485760K	6277K	01:00:00	3616	01:00:14
29372566_301	2025-08-22T20:00:35	puhti	COMPLETED	18	0:0	mariaosm	mariaosm		1	1		10485760K	3272K	01:00:00	18	
29372557_124	2025-08-22T19:59:41	puhti	CANCELLED	3613	0:0	mariaosm	mariaosm		1	1		10485760K	954806K	01:00:00	3618	01:00:14
29372566_302	2025-08-22T20:00:35	puhti	CANCELLED	3609	0:0	mariaosm	mariaosm		1	1		10485760K	5991K	01:00:00	3612	01:00:10
29372557_125	2025-08-22T19:59:41	puhti	CANCELLED	3627	0:0	mariaosm	mariaosm		1	1		10485760K	5791K	01:00:00	3632	01:00:29
29372566_303	2025-08-22T20:00:35	puhti	COMPLETED	49	0:0	mariaosm	mariaosm		1	1		10485760K	5934K	01:00:00	49	
29372557_126	2025-08-22T19:59:41	puhti	CANCELLED	3627	0:0	mariaosm	mariaosm		1	1		10485760K	990320K	01:00:00	3632	01:00:29
29372566_304	2025-08-22T20:00:35	puhti	COMPLETED	169	0:0	mariaosm	mariaosm		1	1	02:40.110	10485760K	6140K	01:00:00	169	
29372557_140	2025-08-22T19:59:41	puhti	COMPLETED	30	0:0	mariaosm	mariaosm		1	1		10485760K	5933K	01:00:00	30	
29372557_127	2025-08-22T19:59:41	puhti	CANCELLED	3627	0:0	mariaosm	mariaosm		1	1		10485760K	5859K	01:00:00	3632	01:00:29
29372566_305	2025-08-22T20:00:35	puhti	COMPLETED	57	0:0	mariaosm	mariaosm		1	1		10485760K	5960K	01:00:00	57	
29372557_141	2025-08-22T19:59:41	puhti	COMPLETED	188	0:0	mariaosm	mariaosm		1	1	02:58.968	10485760K	5965K	01:00:00	188	
29372557_128	2025-08-22T19:59:41	puhti	FAILED	7	1:0	mariaosm	mariaosm		1	1		10485760K	3274K	01:00:00	7	
29372566_306	2025-08-22T20:00:35	puhti	COMPLETED	17	0:0	mariaosm	mariaosm		1	1		10485760K	3278K	01:00:00	17	
29372557_142	2025-08-22T19:59:41	puhti	FAILED	22	1:0	mariaosm	mariaosm		1	1		10485760K	3276K	01:00:00	22	
29372557_129	2025-08-22T19:59:41	puhti	CANCELLED	3627	0:0	mariaosm	mariaosm		1	1		10485760K	5855K	01:00:00	3632	01:00:29
29372566_320	2025-08-22T20:00:35	puhti	CANCELLED	3609	0:0	mariaosm	mariaosm		1	1		10485760K	6046K	01:00:00	3612	01:00:05
29372566_307	2025-08-22T20:00:35	puhti	COMPLETED	18	0:0	mariaosm	mariaosm		1	1		10485760K	3212K	01:00:00	18	
29372557_143	2025-08-22T19:59:41	puhti	COMPLETED	537	0:0	mariaosm	mariaosm		1	1	08:53.683	10485760K	6469K	01:00:00	537	
29372566_321	2025-08-22T20:00:35	puhti	COMPLETED	38	0:0	mariaosm	mariaosm		1	1		10485760K	5932K	01:00:00	38	
29372566_308	2025-08-22T20:00:35	puhti	COMPLETED	17	0:0	mariaosm	mariaosm		1	1		10485760K	3212K	01:00:00	17	
29372557_144	2025-08-22T19:59:41	puhti	COMPLETED	13	0:0	mariaosm	mariaosm		1	1		10485760K	3212K	01:00:00	13	
29372566_322	2025-08-22T20:00:35	puhti	COMPLETED	33	0:0	mariaosm	mariaosm		1	1		10485760K	5926K	01:00:00	33	
29372566_309	2025-08-22T20:00:35	puhti	CANCELLED	3609	0:0	mariaosm	mariaosm		1	1		10485760K	5781K	01:00:00	3612	01:00:11
29372557_145	2025-08-22T19:59:41	puhti	COMPLETED	560	0:0	mariaosm	mariaosm		1	1	09:15.685	10485760K	5993K	01:00:00	560	
29372566_323	2025-08-22T20:00:35	puhti	CANCELLED	3609	0:0	mariaosm	mariaosm		1	1		10485760K	5970K	01:00:00	3612	01:00:10
29372557_146	2025-08-22T19:59:41	puhti	CANCELLED	3627	0:0	mariaosm	mariaosm		1	1		10485760K	6032K	01:00:00	3632	01:00:29
29372566_324	2025-08-22T20:00:35	puhti	CANCELLED	3609	0:0	mariaosm	mariaosm		1	1		10485760K	5749K	01:00:00	3612	01:00:10
29372557_160	2025-08-22T19:59:41	puhti	COMPLETED	166	0:0	mariaosm	mariaosm		1	1	02:43.156	10485760K	5953K	01:00:00	166	
29372557_147	2025-08-22T19:59:41	puhti	COMPLETED	35	0:0	mariaosm	mariaosm		1	1		10485760K	5928K	01:00:00	35	
29372566_325	2025-08-22T20:00:35	puhti	FAILED	3073	1:0	mariaosm	mariaosm		1	1	50:45.729	10485760K	5754K	01:00:00	3073	
29372557_161	2025-08-22T19:59:41	puhti	COMPLETED	17	0:0	mariaosm	mariaosm		1	1		10485760K	3214K	01:00:00	17	
29372557_148	2025-08-22T19:59:41	puhti	COMPLETED	19	0:0	mariaosm	mariaosm		1	1		10485760K	850017K	01:00:00	19	
29372566_326	2025-08-22T20:00:35	puhti	COMPLETED	23	0:0	mariaosm	mariaosm		1	1		10485760K	3274K	01:00:00	23	
29372557_162	2025-08-22T19:59:41	puhti	COMPLETED	1790	0:0	mariaosm	mariaosm		1	1	29:41.522	10485760K	5872K	01:00:00	1790	
29372557_149	2025-08-22T19:59:41	puhti	COMPLETED	336	0:0	mariaosm	mariaosm		1	1	05:32.628	10485760K	5979K	01:00:00	336	
29372566_340	2025-08-22T20:00:35	puhti	CANCELLED	3609	0:0	mariaosm	mariaosm		1	1		10485760K	5942K	01:00:00	3612	01:00:10
29372566_327	2025-08-22T20:00:35	puhti	COMPLETED	127	0:0	mariaosm	mariaosm		1	1	01:55.893	10485760K	5718K	01:00:00	127	
29372557_163	2025-08-22T19:59:41	puhti	COMPLETED	111	0:0	mariaosm	mariaosm		1	1	01:38.487	10485760K	5822K	01:00:00	111	
29372566_341	2025-08-22T20:00:35	puhti	COMPLETED	38	0:0	mariaosm	mariaosm		1	1		10485760K	5935K	01:00:00	38	
29372566_328	2025-08-22T20:00:35	puhti	FAILED	192	1:0	mariaosm	mariaosm		1	1	03:00.115	10485760K	480369K	01:00:00	192	
29372557_164	2025-08-22T19:59:41	puhti	COMPLETED	111	0:0	mariaosm	mariaosm		1	1	01:37.320	10485760K	5830K	01:00:00	111	
29372566_342	2025-08-22T20:00:35	puhti	COMPLETED	2452	0:0	mariaosm	mariaosm		1	1	40:25.763	10485760K	5862K	01:00:00	2452	
29372566_329	2025-08-22T20:00:35	puhti	CANCELLED	3609	0:0	mariaosm	mariaosm		1	1		10485760K	5730K	01:00:00	3612	01:00:09
29372557_165	2025-08-22T19:59:41	puhti	COMPLETED	74	0:0	mariaosm	mariaosm		1	1	01:06.835	10485760K	5736K	01:00:00	74	
29372566_343	2025-08-22T20:00:35	puhti	COMPLETED	37	0:0	mariaosm	mariaosm		1	1		10485760K	5852K	01:00:00	37	
29372557_166	2025-08-22T19:59:41	puhti	COMPLETED	349	0:0	mariaosm	mariaosm		1	1	05:40.316	10485760K	5785K	01:00:00	349	
29372566_344	2025-08-22T20:00:35	puhti	CANCELLED	3609	0:0	mariaosm	mariaosm		1	1		10485760K	760834K	01:00:00	3612	01:00:10
29372557_200	2025-08-22T19:59:41	puhti	COMPLETED	334	0:0	mariaosm	mariaosm		1	1	05:29.933	10485760K	5938K	01:00:00	334	
29372557_180	2025-08-22T19:59:41	puhti	COMPLETED	521	0:0	mariaosm	mariaosm		1	1	08:35.822	10485760K	5943K	01:00:00	521	
29372557_167	2025-08-22T19:59:41	puhti	COMPLETED	78	0:0	mariaosm	mariaosm		1	1	01:09.562	10485760K	5727K	01:00:00	78	
29372566_345	2025-08-22T20:00:35	puhti	CANCELLED	3609	0:0	mariaosm	mariaosm		1	1		10485760K	5894K	01:00:00	3612	01:00:10
29372557_201	2025-08-22T19:59:41	puhti	COMPLETED	772	0:0	mariaosm	mariaosm		1	1	12:42.122	10485760K	5743K	01:00:00	772	
29372557_181	2025-08-22T19:59:41	puhti	CANCELLED	3617	0:0	mariaosm	mariaosm		1	1		10485760K	5861K	01:00:00	3620	01:00:11
29372557_168	2025-08-22T19:59:41	puhti	COMPLETED	205	0:0	mariaosm	mariaosm		1	1	03:16.677	10485760K	5757K	01:00:00	205	
